,Home Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Red Cards,Full Time Result
0,40,5.0,3.0,5.0,13.0,69.0,11.0,16.0,13.0,3.0,2.0,5.0,5.0,4.0,22.0,84.0,17.0,14.0,9.0,3.0,0.0,0
1,47,4.0,3.0,3.0,20.0,76.0,13.0,16.0,23.0,4.0,0.0,5.0,1.0,3.0,27.0,79.0,14.0,16.0,8.0,2.0,1.0,1
2,53,6.0,3.0,5.0,25.0,79.0,20.0,21.0,13.0,1.0,0.0,1.0,1.0,3.0,30.0,76.0,10.0,14.0,26.0,3.0,0.0,0
3,56,7.0,6.0,11.0,26.0,81.0,19.0,25.0,8.0,3.0,0.0,6.0,2.0,7.0,19.0,70.0,11.0,20.0,9.0,3.0,0.0,1
4,41,5.0,5.0,5.0,28.0,60.0,29.0,17.0,13.0,4.0,0.0,7.0,4.0,6.0,36.0,75.0,25.0,20.0,14.0,1.0,0.0,0
5,72,5.0,6.0,3.0,23.0,93.0,2.0,2.0,11.0,0.0,1.0,3.0,0.0,1.0,19.0,81.0,4.0,17.0,13.0,1.0,0.0,0
6,59,4.0,9.0,4.0,21.0,82.0,27.0,15.0,19.0,4.0,0.0,8.0,3.0,4.0,19.0,74.0,22.0,7.0,15.0,1.0,0.0,0
7,53,4.0,2.0,3.0,16.0,80.0,19.0,12.0,11.0,1.0,0.0,5.0,6.0,4.0,14.0,78.0,21.0,18.0,14.0,3.0,0.0,2
8,63,3.0,8.0,8.0,25.0,88.0,23.0,13.0,9.0,1.0,0.0,6.0,2.0,5.0,18.0,79.0,15.0,27.0,13.0,2.0,0.0,0
9,59,5.0,2.0,2.0,23.0,79.0,21.0,20.0,13.0,2.0,0.0,3.0,2.0,4.0,34.0,68.0,26.0,15.0,17.0,2.0,0.0,1
10,51,5.0,3.0,2.0,33.0,78.0,19.0,24.0,17.0,3.0,0.0,4.0,4.0,3.0,42.0,76.0,10.0,21.0,11.0,2.0,0.0,0
11,60,7.0,4.0,4.0,19.0,86.0,18.0,19.0,18.0,1.0,0.0,7.0,4.0,5.0,25.0,74.0,15.0,24.0,11.0,2.0,1.0,0
12,58,4.0,5.0,2.0,23.0,78.0,31.0,34.0,13.0,1.0,0.0,5.0,2.0,11.0,28.0,67.0,12.0,7.0,17.0,4.0,0.0,0
13,41,3.0,1.0,1.0,17.0,73.0,19.0,13.0,14.0,1.0,0.0,3.0,4.0,6.0,31.0,81.0,13.0,12.0,17.0,4.0,0.0,1
14,43,7.0,6.0,5.0,22.0,73.0,27.0,25.0,12.0,3.0,0.0,3.0,2.0,5.0,32.0,79.0,19.0,16.0,18.0,0.0,0.0,0
15,46,2.0,2.0,3.0,23.0,71.0,23.0,19.0,20.0,4.0,0.0,4.0,6.0,7.0,23.0,77.0,23.0,22.0,24.0,2.0,0.0,2
16,28,7.0,0.0,3.0,12.0,69.0,7.0,28.0,12.0,0.0,0.0,8.0,8.0,10.0,22.0,89.0,11.0,6.0,9.0,2.0,0.0,2
17,49,4.0,5.0,2.0,28.0,72.0,12.0,18.0,16.0,4.0,0.0,7.0,2.0,4.0,25.0,74.0,20.0,16.0,18.0,6.0,0.0,1
18,45,3.0,5.0,8.0,22.0,78.0,13.0,22.0,18.0,1.0,0.0,9.0,5.0,6.0,27.0,83.0,17.0,16.0,12.0,2.0,0.0,0
19,59,9.0,3.0,8.0,26.0,80.0,16.0,9.0,12.0,4.0,0.0,1.0,4.0,4.0,19.0,76.0,19.0,20.0,17.0,4.0,0.0,1
20,52,6.0,2.0,8.0,25.0,75.0,21.0,16.0,14.0,4.0,0.0,5.0,4.0,2.0,28.0,76.0,24.0,39.0,22.0,4.0,0.0,1
21,61,5.0,8.0,5.0,20.0,84.0,12.0,11.0,12.0,1.0,0.0,1.0,2.0,1.0,22.0,74.0,15.0,19.0,11.0,1.0,0.0,0
22,59,9.0,7.0,20.0,22.0,76.0,29.0,23.0,10.0,1.0,0.0,5.0,0.0,1.0,24.0,62.0,29.0,39.0,15.0,2.0,0.0,1
23,63,13.0,4.0,4.0,32.0,83.0,26.0,10.0,12.0,4.0,0.0,4.0,2.0,4.0,15.0,66.0,23.0,24.0,12.0,7.0,0.0,2
24,53,5.0,6.0,5.0,20.0,78.0,22.0,25.0,13.0,1.0,0.0,8.0,5.0,8.0,23.0,77.0,26.0,28.0,15.0,5.0,0.0,1
25,70,9.0,4.0,6.0,29.0,80.0,22.0,9.0,11.0,2.0,0.0,4.0,5.0,4.0,20.0,57.0,23.0,29.0,23.0,2.0,0.0,2
26,55,0.0,6.0,7.0,19.0,85.0,10.0,31.0,15.0,1.0,0.0,1.0,3.0,8.0,36.0,76.0,10.0,15.0,13.0,1.0,0.0,0
27,58,3.0,4.0,8.0,16.0,78.0,22.0,16.0,10.0,2.0,0.0,3.0,1.0,5.0,20.0,70.0,17.0,26.0,25.0,6.0,0.0,0
28,40,5.0,3.0,9.0,30.0,72.0,16.0,20.0,12.0,3.0,0.0,6.0,3.0,5.0,34.0,81.0,17.0,17.0,13.0,2.0,0.0,1
29,58,7.0,2.0,4.0,29.0,76.0,21.0,21.0,11.0,0.0,0.0,0.0,1.0,8.0,25.0,66.0,25.0,35.0,23.0,6.0,0.0,2
30,63,8.0,6.0,10.0,33.0,80.0,14.0,15.0,9.0,2.0,0.0,2.0,4.0,7.0,25.0,66.0,21.0,37.0,10.0,1.0,0.0,2
31,40,5.0,5.0,2.0,10.0,88.0,2.0,10.0,8.0,1.0,0.0,2.0,13.0,3.0,18.0,92.0,6.0,11.0,9.0,1.0,0.0,2
32,66,4.0,5.0,7.0,29.0,83.0,20.0,19.0,15.0,2.0,0.0,1.0,2.0,5.0,26.0,63.0,19.0,28.0,20.0,4.0,0.0,2
33,49,8.0,8.0,6.0,23.0,76.0,33.0,15.0,9.0,1.0,0.0,0.0,4.0,3.0,25.0,78.0,16.0,36.0,17.0,3.0,0.0,1
34,36,2.0,8.0,7.0,27.0,64.0,12.0,15.0,14.0,3.0,0.0,6.0,3.0,2.0,22.0,78.0,19.0,14.0,16.0,5.0,0.0,1
35,57,10.0,6.0,13.0,22.0,80.0,12.0,21.0,19.0,1.0,0.0,6.0,5.0,7.0,8.0,72.0,25.0,31.0,17.0,7.0,0.0,2
36,44,7.0,9.0,11.0,18.0,75.0,20.0,27.0,11.0,2.0,0.0,4.0,3.0,5.0,28.0,80.0,16.0,17.0,18.0,2.0,0.0,0
37,61,5.0,3.0,6.0,20.0,82.0,18.0,13.0,11.0,6.0,0.0,4.0,8.0,4.0,17.0,70.0,17.0,12.0,24.0,2.0,0.0,2
38,25,3.0,2.0,3.0,17.0,70.0,6.0,28.0,13.0,1.0,1.0,7.0,8.0,6.0,15.0,92.0,10.0,11.0,11.0,2.0,0.0,2
39,57,4.0,5.0,6.0,13.0,85.0,7.0,10.0,25.0,6.0,0.0,1.0,3.0,1.0,20.0,79.0,16.0,15.0,17.0,2.0,0.0,2
40,64,8.0,12.0,8.0,18.0,91.0,7.0,5.0,15.0,2.0,0.0,5.0,3.0,2.0,10.0,80.0,10.0,19.0,15.0,1.0,0.0,0
41,53,5.0,4.0,13.0,21.0,71.0,20.0,15.0,15.0,3.0,0.0,0.0,3.0,4.0,39.0,71.0,15.0,26.0,15.0,3.0,0.0,0
42,39,4.0,1.0,2.0,17.0,68.0,20.0,17.0,14.0,3.0,0.0,8.0,9.0,10.0,21.0,81.0,28.0,14.0,16.0,6.0,0.0,2
43,35,2.0,3.0,2.0,24.0,60.0,19.0,37.0,14.0,4.0,0.0,8.0,4.0,10.0,34.0,81.0,10.0,24.0,17.0,4.0,0.0,1
44,50,8.0,5.0,1.0,41.0,70.0,22.0,15.0,18.0,2.0,0.0,4.0,3.0,2.0,38.0,65.0,27.0,15.0,17.0,2.0,0.0,0
45,31,4.0,2.0,2.0,24.0,61.0,16.0,14.0,15.0,2.0,0.0,5.0,0.0,8.0,25.0,88.0,13.0,15.0,13.0,2.0,0.0,1
46,51,4.0,8.0,11.0,23.0,77.0,28.0,33.0,12.0,6.0,0.0,5.0,1.0,4.0,23.0,77.0,21.0,33.0,8.0,2.0,0.0,0
47,56,5.0,0.0,5.0,39.0,72.0,28.0,18.0,14.0,2.0,0.0,5.0,4.0,4.0,24.0,63.0,22.0,19.0,14.0,6.0,0.0,2
48,40,3.0,3.0,6.0,29.0,65.0,27.0,25.0,17.0,1.0,0.0,2.0,2.0,4.0,27.0,80.0,17.0,23.0,17.0,2.0,0.0,0
49,60,8.0,8.0,3.0,24.0,85.0,22.0,28.0,11.0,1.0,0.0,0.0,1.0,3.0,29.0,70.0,15.0,20.0,22.0,3.0,0.0,0
50,43,8.0,3.0,0.0,21.0,69.0,22.0,17.0,12.0,4.0,0.0,10.0,4.0,4.0,22.0,75.0,36.0,17.0,14.0,2.0,0.0,2
51,50,8.0,5.0,7.0,20.0,82.0,11.0,16.0,7.0,0.0,0.0,4.0,3.0,6.0,15.0,86.0,13.0,28.0,10.0,1.0,0.0,2
52,69,5.0,12.0,8.0,20.0,89.0,6.0,9.0,11.0,1.0,0.0,6.0,1.0,1.0,23.0,79.0,7.0,26.0,11.0,3.0,0.0,0
53,47,4.0,6.0,5.0,24.0,72.0,22.0,23.0,14.0,4.0,0.0,1.0,1.0,3.0,25.0,75.0,20.0,24.0,16.0,3.0,0.0,0
54,43,6.0,0.0,5.0,24.0,67.0,21.0,20.0,21.0,4.0,0.0,6.0,5.0,7.0,20.0,78.0,15.0,28.0,16.0,3.0,0.0,2
55,70,8.0,1.0,6.0,31.0,82.0,26.0,16.0,13.0,5.0,0.0,7.0,2.0,2.0,21.0,55.0,19.0,27.0,22.0,6.0,0.0,1
56,43,3.0,3.0,3.0,22.0,67.0,11.0,25.0,8.0,0.0,0.0,6.0,0.0,4.0,38.0,74.0,16.0,24.0,16.0,4.0,0.0,0
57,56,4.0,1.0,6.0,18.0,80.0,13.0,28.0,14.0,2.0,0.0,6.0,6.0,5.0,19.0,73.0,14.0,22.0,18.0,4.0,0.0,2
58,55,6.0,5.0,11.0,38.0,78.0,24.0,19.0,13.0,3.0,0.0,1.0,2.0,4.0,20.0,72.0,15.0,35.0,17.0,5.0,0.0,1
59,60,5.0,4.0,3.0,28.0,71.0,31.0,21.0,13.0,2.0,0.0,1.0,2.0,5.0,31.0,56.0,19.0,36.0,26.0,6.0,0.0,1
60,59,11.0,5.0,8.0,38.0,82.0,30.0,13.0,12.0,1.0,0.0,4.0,3.0,3.0,23.0,65.0,28.0,33.0,11.0,2.0,0.0,1
61,41,2.0,3.0,1.0,19.0,71.0,24.0,39.0,23.0,4.0,0.0,10.0,5.0,6.0,23.0,79.0,19.0,5.0,14.0,1.0,0.0,0
62,41,8.0,4.0,6.0,30.0,77.0,16.0,10.0,19.0,4.0,0.0,8.0,7.0,7.0,21.0,81.0,16.0,14.0,7.0,2.0,0.0,2
63,59,6.0,6.0,4.0,33.0,69.0,22.0,19.0,12.0,3.0,0.0,5.0,5.0,4.0,19.0,60.0,24.0,39.0,16.0,1.0,0.0,1
64,55,8.0,3.0,3.0,25.0,80.0,13.0,23.0,12.0,1.0,1.0,2.0,5.0,3.0,25.0,73.0,13.0,27.0,15.0,4.0,0.0,0
65,56,11.0,3.0,9.0,25.0,75.0,16.0,21.0,13.0,2.0,0.0,3.0,3.0,5.0,18.0,67.0,21.0,35.0,19.0,5.0,0.0,1
66,58,4.0,10.0,9.0,17.0,90.0,9.0,14.0,11.0,2.0,0.0,1.0,5.0,2.0,13.0,81.0,14.0,21.0,10.0,2.0,0.0,0
67,66,5.0,5.0,11.0,24.0,81.0,19.0,8.0,15.0,5.0,0.0,7.0,4.0,4.0,15.0,66.0,17.0,36.0,22.0,4.0,0.0,2
68,41,3.0,4.0,4.0,17.0,71.0,16.0,21.0,20.0,6.0,0.0,7.0,4.0,4.0,23.0,80.0,20.0,26.0,12.0,2.0,0.0,0
69,60,5.0,14.0,8.0,24.0,87.0,11.0,11.0,9.0,1.0,0.0,0.0,5.0,7.0,14.0,76.0,10.0,17.0,10.0,2.0,0.0,0
70,40,4.0,1.0,3.0,28.0,67.0,22.0,22.0,17.0,4.0,0.0,4.0,2.0,6.0,32.0,77.0,17.0,15.0,13.0,5.0,0.0,2
71,39,5.0,1.0,6.0,12.0,83.0,10.0,14.0,13.0,4.0,0.0,6.0,11.0,3.0,10.0,91.0,10.0,23.0,8.0,0.0,0.0,2
72,46,7.0,4.0,9.0,30.0,68.0,37.0,18.0,13.0,3.0,0.0,1.0,1.0,2.0,19.0,69.0,29.0,22.0,16.0,3.0,0.0,1
73,75,9.0,12.0,12.0,23.0,91.0,10.0,9.0,9.0,2.0,0.0,2.0,2.0,3.0,17.0,69.0,21.0,35.0,13.0,2.0,0.0,0
74,62,2.0,2.0,6.0,27.0,82.0,17.0,22.0,16.0,2.0,0.0,2.0,4.0,13.0,19.0,69.0,11.0,17.0,21.0,2.0,0.0,2
75,59,6.0,9.0,12.0,23.0,82.0,24.0,16.0,19.0,0.0,0.0,5.0,1.0,1.0,15.0,75.0,7.0,39.0,19.0,0.0,0.0,0
76,40,5.0,5.0,3.0,18.0,75.0,13.0,24.0,19.0,3.0,0.0,4.0,1.0,5.0,24.0,83.0,14.0,18.0,19.0,3.0,0.0,0
77,63,7.0,1.0,6.0,20.0,81.0,15.0,10.0,18.0,5.0,0.0,1.0,7.0,4.0,11.0,68.0,15.0,15.0,24.0,2.0,0.0,2
78,49,4.0,8.0,6.0,20.0,76.0,16.0,24.0,20.0,5.0,0.0,5.0,3.0,4.0,32.0,73.0,5.0,13.0,16.0,2.0,0.0,0
79,61,7.0,2.0,8.0,29.0,80.0,21.0,15.0,10.0,1.0,0.0,3.0,7.0,4.0,28.0,70.0,15.0,18.0,13.0,4.0,0.0,2
80,70,7.0,4.0,7.0,12.0,87.0,24.0,17.0,14.0,0.0,0.0,3.0,1.0,0.0,16.0,64.0,14.0,14.0,16.0,3.0,0.0,0
81,44,5.0,3.0,4.0,33.0,61.0,31.0,26.0,10.0,2.0,0.0,4.0,1.0,7.0,31.0,65.0,22.0,22.0,14.0,1.0,0.0,2
82,42,5.0,6.0,3.0,15.0,85.0,8.0,25.0,11.0,2.0,0.0,5.0,5.0,9.0,18.0,90.0,5.0,13.0,10.0,4.0,0.0,0
83,50,6.0,4.0,8.0,18.0,81.0,12.0,22.0,11.0,0.0,0.0,3.0,3.0,6.0,30.0,74.0,14.0,15.0,17.0,2.0,0.0,0
84,53,1.0,3.0,5.0,34.0,70.0,33.0,21.0,13.0,3.0,0.0,5.0,1.0,4.0,36.0,60.0,24.0,41.0,12.0,2.0,0.0,1
85,52,3.0,3.0,7.0,24.0,64.0,29.0,16.0,14.0,3.0,0.0,4.0,3.0,8.0,27.0,66.0,21.0,29.0,14.0,4.0,0.0,1
86,43,7.0,8.0,7.0,16.0,71.0,16.0,19.0,18.0,1.0,0.0,3.0,4.0,4.0,27.0,76.0,14.0,21.0,21.0,4.0,0.0,0
87,60,8.0,5.0,11.0,33.0,77.0,22.0,8.0,12.0,2.0,0.0,4.0,1.0,0.0,25.0,66.0,16.0,38.0,17.0,4.0,0.0,1
88,54,1.0,4.0,3.0,25.0,74.0,13.0,13.0,19.0,3.0,0.0,5.0,4.0,2.0,20.0,74.0,11.0,22.0,15.0,4.0,0.0,0
89,39,3.0,3.0,1.0,24.0,72.0,14.0,24.0,17.0,3.0,1.0,3.0,7.0,8.0,36.0,82.0,13.0,19.0,11.0,3.0,0.0,2
90,56,5.0,2.0,4.0,38.0,75.0,10.0,24.0,7.0,2.0,0.0,9.0,4.0,6.0,27.0,68.0,13.0,25.0,23.0,1.0,0.0,2
91,33,5.0,5.0,3.0,14.0,78.0,14.0,16.0,19.0,1.0,0.0,7.0,8.0,4.0,23.0,88.0,12.0,17.0,9.0,2.0,0.0,2
92,61,4.0,8.0,4.0,25.0,85.0,15.0,7.0,13.0,0.0,0.0,3.0,4.0,5.0,17.0,74.0,18.0,29.0,13.0,2.0,0.0,0
93,67,10.0,9.0,9.0,24.0,82.0,16.0,11.0,10.0,1.0,0.0,2.0,4.0,5.0,16.0,63.0,13.0,30.0,29.0,2.0,0.0,2
94,55,2.0,2.0,6.0,21.0,75.0,20.0,16.0,18.0,2.0,0.0,3.0,2.0,3.0,26.0,73.0,14.0,29.0,22.0,5.0,0.0,2
95,43,4.0,2.0,4.0,24.0,63.0,23.0,27.0,24.0,4.0,0.0,3.0,1.0,8.0,28.0,73.0,28.0,15.0,11.0,3.0,0.0,0
96,63,3.0,4.0,11.0,23.0,79.0,13.0,11.0,12.0,2.0,0.0,2.0,3.0,4.0,26.0,71.0,13.0,28.0,15.0,3.0,0.0,2
97,42,3.0,5.0,3.0,24.0,71.0,24.0,23.0,17.0,3.0,0.0,4.0,5.0,6.0,22.0,79.0,16.0,13.0,17.0,2.0,0.0,0
98,39,4.0,4.0,4.0,21.0,72.0,17.0,37.0,19.0,4.0,0.0,4.0,5.0,10.0,24.0,78.0,17.0,14.0,10.0,2.0,0.0,0
99,71,7.0,6.0,11.0,47.0,79.0,16.0,4.0,10.0,1.0,0.0,3.0,5.0,2.0,22.0,60.0,16.0,40.0,14.0,2.0,0.0,2
100,68,6.0,6.0,3.0,35.0,84.0,21.0,23.0,10.0,4.0,0.0,3.0,2.0,2.0,40.0,59.0,21.0,24.0,5.0,1.0,0.0,1
101,27,3.0,2.0,4.0,31.0,60.0,10.0,25.0,16.0,2.0,0.0,11.0,6.0,5.0,13.0,88.0,17.0,20.0,9.0,0.0,0.0,2
102,55,11.0,3.0,9.0,22.0,74.0,28.0,14.0,11.0,1.0,0.0,4.0,5.0,2.0,26.0,71.0,20.0,25.0,8.0,2.0,0.0,1
103,44,4.0,11.0,4.0,23.0,81.0,12.0,16.0,12.0,0.0,0.0,7.0,6.0,6.0,21.0,88.0,9.0,10.0,15.0,4.0,0.0,0
104,56,6.0,8.0,5.0,28.0,77.0,14.0,16.0,9.0,3.0,0.0,2.0,3.0,3.0,22.0,67.0,14.0,12.0,15.0,3.0,0.0,0
105,65,8.0,5.0,6.0,25.0,81.0,20.0,13.0,14.0,1.0,0.0,5.0,1.0,2.0,27.0,64.0,13.0,20.0,17.0,4.0,0.0,1
106,60,8.0,6.0,6.0,17.0,81.0,17.0,27.0,13.0,2.0,0.0,7.0,5.0,5.0,17.0,72.0,23.0,33.0,10.0,6.0,0.0,1
107,57,7.0,4.0,6.0,37.0,67.0,26.0,13.0,16.0,3.0,0.0,3.0,5.0,7.0,21.0,62.0,22.0,48.0,25.0,3.0,0.0,1
108,49,6.0,1.0,2.0,29.0,69.0,19.0,20.0,13.0,0.0,0.0,3.0,1.0,4.0,32.0,71.0,26.0,21.0,17.0,2.0,0.0,1
109,55,5.0,5.0,2.0,39.0,77.0,13.0,26.0,17.0,2.0,0.0,2.0,2.0,1.0,39.0,70.0,23.0,30.0,17.0,7.0,0.0,0
110,54,3.0,5.0,5.0,28.0,77.0,24.0,21.0,15.0,1.0,0.0,4.0,3.0,3.0,25.0,73.0,20.0,13.0,18.0,5.0,0.0,0
111,48,5.0,5.0,4.0,31.0,77.0,11.0,9.0,19.0,2.0,0.0,1.0,1.0,3.0,16.0,80.0,8.0,16.0,14.0,4.0,0.0,0
112,38,5.0,2.0,4.0,25.0,73.0,14.0,7.0,16.0,4.0,0.0,9.0,8.0,2.0,16.0,86.0,12.0,22.0,9.0,2.0,0.0,2
113,70,3.0,10.0,5.0,23.0,91.0,5.0,14.0,8.0,1.0,0.0,1.0,0.0,4.0,16.0,77.0,4.0,16.0,21.0,2.0,0.0,0
114,53,2.0,4.0,8.0,25.0,77.0,16.0,30.0,14.0,3.0,0.0,9.0,5.0,6.0,31.0,72.0,19.0,35.0,11.0,1.0,0.0,1
115,44,5.0,3.0,2.0,31.0,58.0,24.0,24.0,14.0,6.0,0.0,10.0,4.0,9.0,34.0,67.0,28.0,12.0,16.0,5.0,0.0,0
116,31,3.0,5.0,4.0,17.0,61.0,15.0,25.0,20.0,2.0,0.0,6.0,6.0,5.0,26.0,85.0,12.0,12.0,18.0,1.0,0.0,0
117,53,6.0,6.0,6.0,24.0,78.0,20.0,10.0,16.0,3.0,0.0,5.0,3.0,2.0,15.0,78.0,20.0,29.0,14.0,4.0,0.0,1
118,53,5.0,4.0,7.0,31.0,75.0,14.0,18.0,15.0,3.0,0.0,4.0,5.0,4.0,36.0,72.0,10.0,20.0,14.0,2.0,0.0,0
119,61,8.0,11.0,10.0,23.0,82.0,24.0,18.0,10.0,4.0,0.0,2.0,1.0,5.0,19.0,66.0,11.0,32.0,7.0,1.0,0.0,1
120,51,2.0,8.0,2.0,25.0,76.0,23.0,18.0,15.0,2.0,0.0,8.0,5.0,1.0,23.0,75.0,14.0,11.0,15.0,4.0,0.0,0
121,49,2.0,7.0,2.0,27.0,74.0,16.0,11.0,12.0,7.0,0.0,3.0,3.0,4.0,17.0,75.0,18.0,30.0,15.0,5.0,0.0,2
122,57,3.0,4.0,5.0,40.0,63.0,24.0,35.0,21.0,2.0,0.0,8.0,3.0,6.0,39.0,52.0,33.0,31.0,10.0,3.0,0.0,0
123,42,4.0,7.0,5.0,21.0,82.0,5.0,14.0,17.0,2.0,0.0,9.0,9.0,6.0,15.0,88.0,11.0,22.0,11.0,3.0,0.0,2
124,73,11.0,9.0,15.0,25.0,86.0,17.0,8.0,10.0,4.0,0.0,4.0,2.0,1.0,14.0,61.0,19.0,34.0,21.0,5.0,0.0,2
125,53,4.0,4.0,5.0,34.0,85.0,12.0,21.0,15.0,2.0,0.0,1.0,1.0,3.0,31.0,80.0,7.0,19.0,18.0,2.0,0.0,0
126,65,3.0,8.0,7.0,20.0,81.0,19.0,6.0,18.0,1.0,0.0,3.0,4.0,4.0,22.0,67.0,21.0,35.0,20.0,2.0,0.0,0
127,51,2.0,2.0,9.0,32.0,76.0,21.0,16.0,7.0,3.0,0.0,3.0,7.0,8.0,23.0,78.0,23.0,27.0,13.0,2.0,0.0,2
128,29,6.0,4.0,5.0,16.0,74.0,11.0,27.0,10.0,4.0,0.0,5.0,3.0,8.0,18.0,87.0,10.0,11.0,9.0,4.0,0.0,2
129,44,7.0,1.0,5.0,33.0,65.0,25.0,28.0,13.0,4.0,0.0,5.0,4.0,6.0,32.0,73.0,9.0,22.0,12.0,4.0,0.0,2
130,43,5.0,1.0,6.0,29.0,76.0,10.0,11.0,18.0,2.0,0.0,0.0,3.0,1.0,20.0,81.0,14.0,27.0,15.0,0.0,0.0,2
131,68,8.0,3.0,15.0,19.0,83.0,22.0,13.0,13.0,4.0,0.0,3.0,3.0,4.0,21.0,66.0,25.0,50.0,14.0,6.0,0.0,2
132,49,6.0,11.0,8.0,15.0,82.0,14.0,14.0,15.0,4.0,0.0,4.0,0.0,7.0,17.0,82.0,16.0,25.0,21.0,4.0,0.0,0
133,57,6.0,6.0,5.0,40.0,77.0,14.0,27.0,14.0,4.0,0.0,4.0,3.0,5.0,32.0,66.0,23.0,26.0,15.0,3.0,0.0,2
134,60,5.0,3.0,6.0,30.0,74.0,11.0,20.0,14.0,4.0,0.0,4.0,6.0,2.0,32.0,61.0,21.0,30.0,19.0,7.0,0.0,2
135,79,5.0,7.0,5.0,16.0,91.0,3.0,9.0,6.0,0.0,0.0,1.0,2.0,2.0,18.0,65.0,3.0,26.0,11.0,4.0,0.0,0
136,56,7.0,9.0,8.0,34.0,78.0,18.0,20.0,14.0,2.0,0.0,3.0,2.0,2.0,26.0,71.0,22.0,35.0,8.0,2.0,0.0,0
137,38,4.0,2.0,4.0,33.0,69.0,19.0,27.0,20.0,4.0,0.0,3.0,1.0,4.0,20.0,79.0,24.0,16.0,9.0,4.0,1.0,1
138,44,7.0,7.0,7.0,20.0,65.0,22.0,12.0,18.0,4.0,0.0,8.0,3.0,3.0,26.0,72.0,13.0,22.0,12.0,3.0,0.0,0
139,48,8.0,3.0,4.0,33.0,66.0,29.0,9.0,14.0,3.0,0.0,2.0,2.0,0.0,30.0,68.0,33.0,32.0,17.0,4.0,0.0,1
140,39,9.0,3.0,2.0,14.0,70.0,8.0,27.0,14.0,4.0,0.0,4.0,8.0,8.0,33.0,80.0,12.0,22.0,8.0,4.0,0.0,2
141,24,1.0,2.0,4.0,18.0,62.0,7.0,31.0,24.0,2.0,0.0,11.0,2.0,5.0,23.0,87.0,13.0,12.0,8.0,0.0,0.0,1
142,40,7.0,6.0,6.0,20.0,71.0,19.0,24.0,16.0,4.0,0.0,7.0,4.0,2.0,21.0,80.0,14.0,14.0,14.0,3.0,0.0,0
143,61,7.0,4.0,7.0,28.0,77.0,24.0,31.0,6.0,0.0,0.0,4.0,4.0,6.0,28.0,62.0,33.0,21.0,19.0,3.0,0.0,1
144,42,5.0,4.0,1.0,27.0,71.0,15.0,19.0,15.0,5.0,0.0,4.0,8.0,9.0,30.0,81.0,14.0,14.0,13.0,4.0,0.0,0
145,43,7.0,4.0,2.0,28.0,67.0,19.0,20.0,13.0,2.0,0.0,1.0,6.0,3.0,26.0,77.0,31.0,37.0,19.0,5.0,0.0,0
146,66,7.0,2.0,11.0,25.0,79.0,25.0,12.0,11.0,3.0,0.0,3.0,2.0,2.0,23.0,62.0,22.0,36.0,17.0,6.0,0.0,1
147,56,8.0,2.0,7.0,31.0,78.0,16.0,14.0,15.0,4.0,0.0,2.0,4.0,2.0,31.0,73.0,23.0,25.0,16.0,3.0,0.0,2
148,48,6.0,4.0,3.0,29.0,64.0,32.0,28.0,12.0,0.0,0.0,5.0,5.0,6.0,36.0,62.0,21.0,20.0,21.0,4.0,0.0,1
149,53,8.0,3.0,7.0,32.0,71.0,12.0,27.0,19.0,5.0,0.0,4.0,4.0,5.0,32.0,65.0,11.0,22.0,19.0,2.0,0.0,0
150,75,11.0,4.0,17.0,29.0,83.0,21.0,11.0,10.0,6.0,0.0,1.0,2.0,2.0,15.0,48.0,25.0,47.0,19.0,4.0,0.0,2
151,75,5.0,9.0,8.0,17.0,89.0,8.0,5.0,14.0,1.0,0.0,4.0,2.0,0.0,21.0,75.0,5.0,26.0,5.0,0.0,0.0,0
152,42,8.0,2.0,3.0,29.0,68.0,25.0,16.0,16.0,3.0,0.0,1.0,2.0,4.0,27.0,75.0,29.0,33.0,20.0,5.0,0.0,1
153,58,4.0,2.0,2.0,43.0,68.0,18.0,27.0,16.0,7.0,0.0,6.0,3.0,5.0,29.0,58.0,25.0,26.0,8.0,3.0,0.0,2
154,74,8.0,5.0,4.0,35.0,82.0,16.0,23.0,11.0,3.0,0.0,2.0,5.0,5.0,28.0,52.0,15.0,34.0,20.0,5.0,0.0,2
155,54,3.0,9.0,5.0,14.0,78.0,24.0,12.0,16.0,1.0,1.0,5.0,2.0,2.0,16.0,79.0,21.0,16.0,15.0,3.0,0.0,0
156,47,6.0,3.0,3.0,27.0,74.0,19.0,34.0,19.0,4.0,0.0,6.0,4.0,5.0,22.0,73.0,26.0,23.0,8.0,3.0,0.0,1
157,45,4.0,3.0,5.0,23.0,67.0,18.0,15.0,21.0,3.0,0.0,7.0,9.0,3.0,21.0,76.0,15.0,19.0,13.0,3.0,0.0,2
158,57,2.0,2.0,3.0,47.0,70.0,27.0,11.0,12.0,3.0,0.0,1.0,4.0,1.0,22.0,62.0,24.0,34.0,14.0,4.0,0.0,2
159,60,6.0,4.0,4.0,16.0,87.0,12.0,26.0,9.0,3.0,0.0,8.0,3.0,6.0,21.0,77.0,11.0,11.0,21.0,6.0,0.0,0
